label-coarse,label-fine,text
3,4,Who portrayed Dracula in Hammer Studios ' films ?
1,14,Name one of the Seven Wonders of the Ancient World .
4,8,When were fish first believed to be found on earth ?
3,4,"What President 's favorite Biblical quotation was : `` Come now , and let us reason together '' ."
4,13,How many elevators do you ride to reach the top floor of the Empire State Building ?
3,5,Name the food company that traveled to Soviet Georgia to film a series of ads .
5,18,What country was Sir Edmund Hillary born in ?
1,2,What 's an infant seal called ?
0,12,"What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?"
5,21,What city was John F. Kennedy nominated for president in ?
4,27,How long does a dog sleep ?
1,1,What 1963 Joseph L. Mankiewicz film cost $28 million ?
3,5,What Japanese electronics company was named for a coastal city northeast of Tokyo ?
4,25,What can you be fined for having a dog on a beach ?
5,14,Where did the Battle of the Bulge take place ?
4,13,How much will the California be in the year 2000 ?
3,4,"What mystery writer penned `` ...the glory that was Greece , and the grandeur that was Rome '' ?"
5,11,What state full of milk and honey was the destination in The Grapes of Wrath ?
5,14,What is the tallest building in Japan ?
5,14,Where is Sinn Fein 's headquarters ?
1,17,Name Li 'l Abner 's favorite Indian drink .
1,10,What are some important events of the 1830 's ?
4,8,The Iraqis launched their attack on Kuwait on what day ?
1,15,What letter adorns the flag of Rwanda ?
1,14,"What did 8 , CD NNS VBP TO VB NNP POS NN ."
0,7,What is God ?
5,18,What country 's northernmost city is Darwin ?
5,14,"What sound does Olympia , Washington , overlook ?"
1,1,What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?
5,21,What Kentucky city calls itself The Horse Center of America ?
4,13,How many penny-farthings are there on a Trivial Pursuit game board ?
1,28,What 's the most abundant element in the sun ?
5,18,"What European country boasts the city of Furth , found where the rivers Rednitz and Pegnitz converge ?"
5,11,What U.S. state is Dixville Notch in ?
5,14,"Where was the Cisalpine Republic , 1797-185 , ?"
5,14,What is the largest shopping mall in the world ?
3,4,What is the protagonist 's name in Dostoevski 's `` The Idiot '' ?
1,14,What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?
3,4,What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?
0,7,What is a meerkat ?
3,12,Who was Jean Nicolet ?
1,2,What kind of animal was Winnie the Pooh ?
3,4,Which of these are authors ?
1,36,What 's the international radio code word for the letter B ?
3,4,Who was the original Humpty Dumpty ?
0,7,What is cache memory ?
1,20,Aspartame is also known as what ?
5,14,Where is the location of the Orange Bowl ?
4,8,When is President Nixon 's birthday ?
0,12,"What is the origin of the midwest slang , ` you 're darn tootin ' ?"
3,4,Whose cupboard was bare ?
5,14,What are the seven seas ?
2,3,What does IBM stand for ?
0,12,What is the difference between jazz and blues ?
0,7,What is the C programming language ?
3,4,What 's the name of Popeye 's adopted son ?
3,4,Who invented the vacuum cleaner ?
0,7,What is a ` borrow pit ' ?
3,4,What 2th-century fictional character attends Pencey Prep School ?
4,13,How many people in the USA say their number one source of information is the newspaper ?
3,4,"Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?"
5,18,Which country is known as `` Big Bear '' ?
1,17,"What `` melts in your mouth , not in your hands '' ."
4,13,How many times a day should you take a prescription marked `` q.i.d . '' ?
0,12,What is the origin of the atom ?
3,4,Who is the Voyager project manager ?
3,5,Which radio stations air the Jim Bohannon Radio Talk Show ?
3,4,What two commanders directed the forces in the Battle of El Alamein ?
3,4,Name the creator of `` The Muppets '' .
0,0,How do I e-mail someone at aol.com from yahoo.com ?
3,4,Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?
0,7,What is the meaning of the name Ella ?
5,14,What 's the home of the Rockettes ?
5,14,"Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?"
3,5,What is the name of the firm that makes Spumante ?
1,29,What sport is played on the largest field ?
3,4,Who won the 1967 Academy Award for Best Actor ?
1,14,What is after death ?
3,4,Name the first private citizen to fly in space .
3,4,What was football star Elroy Hirsch 's nickname ?
3,4,What singer sings `` Oh Boy '' ?
4,13,How much pizza do Americans eat in a day ?
5,14,What is the website for the USA journal ?
3,5,What army 's motto is Blood and Fire ?
1,14,What kind of patent did Ermal Fraze get in 1963 ?
0,12,What are you hearing when you put a seashell to your ear ?
0,9,Why are haunted houses popular ?
1,14,Which gender has bigger thighs ?
5,11,What U.S. state has the second-longest coastline ?
5,11,What state 's home to the Buffalo Bill Historical Center ?
4,35,How fast do cheetahs run ?
1,14,What is Ray Bradbury 's illustrated man illustrated with ?
4,35,How fast is a 45Mhz processor ?
1,14,"What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?"
3,4,What count did Alexandre Dumas write about ?
4,38,What are the odds of giving birth to twins ?
5,14,What is the largest natural lake in Pennsylvania ?
4,40,How far is London UK from California ?
1,2,Name the two mystical ravens Odin has at his command .
1,2,What was the species of Winnie the Pooh ?
0,7,What is the virus HIV ?
4,13,How many years old is Benny Carter ?
1,1,What Hermann Hesse book gave its name to a rock group ?
5,14,Where does the Santa Fe Trail begin and end ?
1,1,What book is the follow-up to Future Shock ?
1,2,What African animals are known as The Big Five ?
1,15,What is the alphabet for Latin ?
1,23,What is the fear of frogs ?
5,21,Which city in Canada is the least-populated ?
4,27,How old is Stevie Wonder ?
3,4,Who was the first Taiwanese President ?
3,4,Who is Luke Skywalker 's father ?
1,14,What does a dipsomaniac crave ?
0,7,What is the definition of the term `` weapons system '' ?
0,12,What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?
1,17,What is Nero Wolfe 's favorite drink during office hours ?
3,5,What is the first personal computer company ?
1,31,What is the most efficient way to start a barbeque ?
3,12,Who was Jane Goodall ?
0,9,Why are there Braille things on the ATM machines that people drive through ?
5,14,Where is the Isle of Man ?
1,1,What book did Aaron Hass write ?
4,14,What was the death toll at the eruption of Mount Pinatubo ?
4,8,When will the millennium officially begin ?
3,4,"Who created the comic strip , `` Garfield '' ?"
3,4,Which Vietnamese terrorist is now a UN delegate in Doonesbury ?
0,7,What is real time processing ?
5,14,What do we call the imaginary line along the top of the Rocky Mountains ?
5,18,What country 's capital is Lagos ?
5,14,Where does Ray Bradbury 's Chronicles take place ?
3,4,Who is the current prime minister and president of Russia ?
3,4,Who established a Viking colony in Greenland about 985 ?
1,42,What was the distinguishing mark on the `` Little Rascals '' dog ?
4,14,"What is the latitude and longitude of El Paso , Texas ?"
5,14,Where can I get information about cystic fibrosis ?
5,14,Where did Honecker rule ?
0,7,What is the theory of equivalence states ?
1,14,What does a philatelist collect ?
4,27,What is the life span of the average monkey ?
4,13,How many member states are in the UN ?
3,4,Who shot and killed himself while painting Wheatfield with Crows ?
0,12,What will happen when sodium is put in water ?
0,7,What 's the meaning of UOL ?
3,4,What future President became Senate majority whip under Harry Truman ?
3,4,Who was the architect of Central Park ?
1,26,Which operating system runs on IBM-compatible machines ?
4,40,What are the dimensions of an ice hockey goal ?
4,8,When was CNN 's first broadcast ?
1,42,What are the signs of a country going into a recession ?
0,7,What is the circumorbital hematoma ?
5,18,What African country is governed from Ouagadougou ?
3,4,What was the Christian name of the title character in Our Miss Brooks ?
3,4,What hard-of hearing artist painted Sunflowers ?
3,5,Who were the Yankee 's frequent enemies ?
3,4,Who wrote Sons and Lovers ?
1,20,What is the English translation for the word `` caliente '' ?
1,31,What handicraft requires you to interlace your warp and weft ?
5,21,What French seaport claims to be The Home of Wines ?
4,27,How long does it take sunlight to reach Earth ?
4,13,How many milliseconds in a second ?
3,4,What Cherokee Indian gave his name to a tree ?
4,8,When were camcorders introduced in Malaysia ?
4,38,What is the chance of conceiving quadruplets ?
3,4,Who was the star of Leave It to Beaver ?
5,18,What countries have the largest armed forces in the world ?
3,4,What was William F. Cody 's better-known name ?
0,0,How do I increase my biceps ' size ?
3,4,Who did Richard Nixon tender his resignation to ?
3,12,Who was Thucydides ?
0,0,How is the element strontium purified ?
3,4,Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?
0,9,What are tonsils for ?
1,28,"What molecules include fluorine , sodium and magnesium ?"
1,29,What was the name of the ball game played by the mayans ?
1,1,What was the sequel to The Moon 's Balloon ?
4,25,What is the exchange rate for Australian to American money ?
0,12,What is the origin of the word ` posh ' ?
0,0,How can anyone tell if a female had sexual intercourse ?
4,13,How many states did Richard Nixon carry in 1972 ?
1,31,What basketball maneuver did Bert Loomis invent ?
1,1,What is a good book to read for people who hate to read ?
4,13,How many shillings more than 2 were there in a guinea ?
1,17,What does a tarantula eat ?
1,19,What are the three secondary colors ?
0,7,What does the name `` Sabrina '' mean ?
3,4,Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?
1,10,What were the trials called which followed World War II ?
0,7,What is hebephrenia ?
3,4,What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?
1,10,What famous events have happened on March 27 ?
3,5,Which company claimed to be `` the world 's biggest toy store '' ?
4,14,What brand number graces the black label of a bottle of Jack Daniel 's ?
1,20,What do I call the sons and daughters of my first cousins ?
0,9,What were the causes of the Civil War ?
0,7,What are Maid-Rites ?
5,21,What city is terrorized by Dracula in The Night Stalker ?
0,0,How can you prevent it ?
0,7,What do the names Andrew and Christina mean ?
1,17,What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?
3,4,Who is the fastest guitarist ?
1,14,What do camels store in their humps ?
1,44,What is the name of the second space shuttle ?
5,14,What is the best hospital for orthopedics in the country ?
0,7,What are perfect tenses ?
0,7,What is commonly considered the fifth sense ?
1,20,What was another name for East Germany ?
1,1,What 's the second-biggest-selling magazine in America ?
3,4,Who betrayed Norway to the Nazis ?
3,4,Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?
0,7,What is a bourdon tube ?
1,29,What kind of a sports team is the Wisconsin Badgers ?
3,4,Who were the Picts ?
0,12,"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?"
0,7,What is film noir ?
3,4,Who is stationed at Camp Swampy in the comic strips ?
